ID,STATUS
5003093,0
5003094,0
5003095,0
5003096,0
5003097,1
5003098,0
5003099,0
5003100,0
5003101,0
5003102,0
5003103,0
5003104,0
5003105,1
5003106,0
5003107,0
5003108,0
5003110,0
5003111,0
5003112,0
5003113,0
5003115,0
5003116,0
5003117,0
5003118,1
5003119,0
5003120,0
5003121,0
5003122,0
5003123,0
5003124,0
5003125,0
5003126,0
5003127,0
5003128,0
5003129,0
5003131,0
5003132,0
5003133,0
5003134,0
5003135,0
5003136,1
5003137,1
5003138,0
5003139,0
5003140,0
5003141,0
5003142,0
5003143,0
5003144,0
5003145,0
5003146,0
5003147,0
5003148,0
5003149,0
5003150,0
5003151,0
5003152,0
5003153,0
5003154,0
5003155,0
5003156,0
5003157,0
5003158,0
5003159,0
5003160,0
5003161,0
5003162,0
5003163,0
5003164,0
5003165,0
5003166,0
5003167,1
5003168,0
5003169,0
5003170,0
5003171,0
5003172,1
5003173,0
5003174,0
5003175,0
5003176,0
5003177,1
5003178,0
5003179,1
5003180,0
5003181,0
5003182,0
5003183,0
5003186,0
5003187,0
5003188,0
5003189,0
5003194,0
5003197,1
5003198,0
5003199,1
5003200,0
5003201,0
5003202,0
5003203,0
5003205,0
5003206,0
5003207,0
5003209,0
5003210,0
5003211,0
5003212,0
5003214,0
5003219,0
5003220,0
5003221,0
5003222,0
5003224,0
5003225,0
5003226,0
5003227,0
5003228,0
5003229,0
5003230,0
5003231,0
5003232,0
5003233,0
5003234,0
5003235,0
5003236,0
5003237,1
5003238,0
5003239,0
5003240,0
5003241,0
5003242,0
5003243,0
5003244,0
5003245,0
5003246,0
5003247,0
5003248,1
5003249,0
5003250,0
5003252,0
5003253,0
5003255,1
5003256,0
5003257,0
5003258,0
5003259,0
5003260,0
5003261,1
5003262,0
5003263,0
5003264,0
5003265,0
5003266,1
5003267,3
5003268,0
5003269,0
5003270,0
5003272,0
5003273,0
5003274,0
5003275,0
5003276,0
5003277,0
5003278,0
5003279,0
5003281,0
5003282,0
5003283,0
5003284,0
5003286,0
5003287,1
5003288,0
5003289,0
5003291,0
5003292,0
5003293,0
5003294,1
5003295,0
5003298,0
5003299,0
5003300,0
5003301,0
5003302,0
5003303,0
5003304,0
5003305,1
5003306,1
5003307,1
5003308,0
5003311,0
5003312,0
5003313,1
5003314,0
5003315,0
5003316,1
5003317,0
5003318,1
5003319,0
5003320,0
5003321,0
5003322,0
5003323,0
5003324,0
5003325,0
5003326,0
5003328,0
5003329,0
5003330,0
5003334,1
5003335,0
5003337,0
5003338,0
5003339,0
5003343,0
5003344,0
5003345,0
5003346,0
5003349,0
5003350,0
5003351,0
5003352,0
5003353,0
5003354,0
5003355,0
5003356,0
5003357,0
5003358,0
5003359,0
5003360,0
5003362,0
5003364,0
5003365,0
5003366,0
5003367,0
5003369,0
5003370,0
5003371,0
5003372,0
5003373,0
5003374,0
5003375,1
5003377,0
5003378,0
5003383,0
5003385,1
5003386,0
5003388,0
5003391,0
5003392,0
5003393,0
5003394,0
5003395,0
5003396,0
5003397,0
5003398,1
5003400,0
5003401,1
5003402,0
5003408,0
5003409,0
5003410,0
5003411,0
5003412,1
5003413,0
5003414,0
5003415,0
5003417,0
5003418,0
5003420,0
5003421,0
5003422,0
5003423,0
5003424,1
5003428,0
5003430,1
5003431,1
5003432,0
5003433,0
5003434,0
5003435,0
5003436,0
5003437,0
5003438,0
5003440,0
5003441,0
5003442,0
5003444,0
5003445,0
5003449,0
5003450,0
5003451,0
5003452,0
5003453,0
5003454,0
5003455,0
5003456,0
5003457,0
5003458,0
5003459,0
5003460,0
5003461,1
5003463,1
5003464,0
5003465,0
5003466,0
5003467,1
5003469,1
5003470,0
5003471,4
5003472,0
5003473,0
5003474,0
5003475,0
5003476,0
5003477,0
5003478,0
5003479,0
5003480,0
5003481,1
5003482,0
5003483,0
5003484,1
5003485,1
5003486,0
5003487,0
5003490,1
5003492,0
5003493,0
5003494,0
5003495,0
5003496,1
5003497,0
5003498,0
5003499,0
5003500,0
5003504,0
5003505,0
5003506,0
5003507,1
5003509,1
5003510,0
5003511,0
5003512,0
5003513,0
5003514,0
5003515,0
5003516,0
5003517,0
5003518,0
5003519,0
5003520,0
5003521,0
5003522,0
5003523,0
5003524,0
5003525,1
5003526,0
5003527,0
5003528,0
5003531,0
5003532,0
5003533,0
5003534,0
5003535,0
5003536,0
5003537,0
5003538,0
5003539,0
5003540,0
5003541,0
5003542,0
5003543,0
5003545,0
5003546,0
5003547,0
5003548,0
5003549,0
5003550,0
5003551,0
5003553,0
5003558,0
5003560,0
5003561,0
5003562,0
5003563,0
5003564,0
5003565,0
5003566,0
5003567,0
5003568,0
5003569,0
5003570,1
5003571,1
5003572,0
5003574,0
5003576,0
5003577,0
5003579,0
5003582,0
5003583,0
5003584,0
5003586,0
5003587,0
5003588,0
5003589,0
5003590,0
5003591,0
5003593,0
5003594,0
5003596,0
5003597,0
5003598,1
5003599,0
5003600,0
5003601,1
5003602,0
5003603,0
5003604,0
5003605,0
5003606,0
5003607,0
5003608,0
5003609,1
5003610,0
5003611,0
5003612,0
5003613,0
5003616,0
5003620,0
5003621,0
5003622,0
5003623,0
5003624,1
5003627,0
5003628,0
5003629,0
5003630,1
5003631,0
5003632,1
5003633,0
5003634,0
5003635,1
5003636,0
5003640,0
5003642,1
5003643,1
5003644,0
5003645,0
5003646,0
5003647,0
5003648,0
5003649,0
5003651,0
5003652,0
5003659,0
5003660,0
5003661,0
5003662,0
5003663,0
5003665,0
5003666,0
5003667,0
5003670,0
5003671,0
5003673,0
5003674,0
5003677,0
5003678,0
5003679,0
5003683,0
5003684,0
5003685,0
5003686,0
5003687,0
5003688,0
5003689,0
5003690,0
5003691,0
5003698,0
5003701,0
5003702,0
5003703,0
5003704,0
5003705,0
5003706,0
5003709,0
5003710,0
5003711,0
5003712,3
5003713,0
5003714,0
5003715,0
5003716,0
5003717,0
5003718,0
5003719,0
5003720,0
5003721,0
5003722,0
5003725,0
5003726,0
5003727,0
5003728,0
5003729,0
5003733,0
5003734,0
5003736,0
5003738,1
5003739,0
5003740,0
5003741,0
5003742,1
5003743,0
5003744,0
5003745,0
5003746,0
5003747,0
5003748,0
5003749,0
5003750,0
5003751,1
5003756,0
5003757,0
5003758,0
5003759,0
5003760,0
5003761,1
5003762,0
5003763,0
5003764,0
5003765,0
5003766,0
5003767,0
5003768,0
5003769,0
5003770,1
5003771,0
5003772,0
5003774,0
5003775,0
5003776,0
5003777,0
5003778,0
5003779,0
5003780,0
5003781,0
5003782,0
5003783,0
5003784,0
5003785,0
5003786,0
5003787,0
5003790,0
5003791,1
5003792,1
5003793,1
5003794,0
5003795,0
5003796,0
5003797,0
5003798,0
5003802,1
5003803,1
5003804,5
5003806,0
5003807,0
5003808,0
5003809,0
5003810,0
5003811,0
5003812,0
5003813,0
5003814,0
5003821,0
5003822,0
5003823,1
5003824,0
5003825,0
5003826,0
5003827,0
5003828,0
5003829,0
5003830,0
5003831,0
5003836,0
5003837,0
5003838,0
5003839,0
5003840,0
5003841,0
5003842,0
5003843,0
5003844,0
5003845,0
5003846,0
5003847,0
5003848,0
5003849,1
5003852,0
5003853,0
5003854,0
5003855,1
5003856,1
5003857,0
5003860,0
5003861,0
5003862,0
5003863,0
5003865,0
5003866,0
5003867,0
5003868,0
5003870,0
5003871,0
5003872,0
5003873,0
5003874,0
5003875,0
5003876,0
5003880,0
5003881,0
5003882,0
5003885,0
5003886,0
5003887,0
5003888,0
5003889,0
5003890,0
5003892,0
5003893,0
5003895,0
5003897,0
5003898,0
5003900,0
5003901,0
5003902,0
5003905,1
5003906,1
5003907,0
5003912,0
5003913,0
5003914,0
5003915,0
5003916,0
5003917,0
5003918,0
5003919,0
5003920,0
5003921,0
5003922,0
5003924,0
5003925,0
5003927,0
5003928,0
5003929,0
5003930,0
5003932,0
5003933,0
5003934,0
5003935,0
5003936,0
5003937,0
5003939,1
5003941,1
5003942,1
5003944,0
5003947,0
5003948,0
5003949,0
5003950,0
5003951,0
5003952,0
5003953,0
5003954,0
5003955,0
5003956,1
5003957,1
5003960,0
5003961,0
5003962,1
5003963,0
5003964,0
5003965,0
5003966,0
5003967,0
5003968,0
5003969,0
5003970,0
5003972,0
5003973,0
5003975,1
5003976,0
5003977,0
5003978,0
5003979,0
5003980,0
5003981,0
5003982,0
5003983,0
5003984,0
5003985,0
5003986,0
5003987,0
5003988,0
5003989,0
5003990,0
5003991,0
5003992,0
5003993,0
5003994,0
5003995,0
5003996,0
5003997,0
5003998,0
5003999,1
5004001,0
5004004,0
5004005,1
5004007,1
5004008,0
5004009,0
5004012,1
5004013,0
5004014,0
5004015,1
5004016,0
5004017,0
5004018,0
5004019,0
5004020,0
5004021,1
5004022,0
5004023,0
5004024,1
5004025,0
5004026,0
5004028,0
5004029,1
5004030,0
5004031,0
5004032,1
5004033,0
5004034,0
5004036,0
5004037,1
5004041,0
5004042,0
5004043,1
5004044,1
5004045,1
5004046,0
5004047,1
5004048,0
5004052,0
5004053,0
5004054,0
5004055,0
5004056,0
5004057,0
5004058,0
5004059,0
5004063,0
5004065,0
5004066,0
5004067,0
5004068,0
5004071,1
5004072,1
5004075,0
5004076,0
5004077,0
5004081,0
5004082,0
5004083,1
5004084,0
5004085,0
5004086,0
5004087,0
5004089,0
5004090,0
5004091,0
5004092,0
5004093,0
5004094,0
5004095,0
5004096,0
5004097,0
5004099,0
5004101,0
5004102,0
5004104,0
5004105,1
5004106,0
5004107,0
5004108,0
5004109,0
5004111,0
5004113,0
5004114,0
5004115,1
5004116,0
5004117,0
5004118,0
5004122,0
5004123,0
5004124,0
5004125,0
5004126,0
5004127,1
5004128,0
5004129,0
5004130,0
5004131,0
5004132,0
5004133,1
5004134,0
5004135,0
5004136,0
5004137,0
5004138,0
5004140,0
5004141,0
5004145,0
5004147,0
5004149,0
5004151,0
5004152,0
5004153,0
5004155,0
5004156,0
5004157,0
5004158,0
5004159,0
5004161,0
5004162,0
5004163,0
5004165,0
5004166,0
5004167,0
5004169,0
5004170,0
5004171,0
5004173,0
5004174,0
5004175,0
5004176,0
5004177,0
5004178,0
5004179,0
5004180,0
5004181,1
5004182,0
5004183,0
5004184,0
5004185,0
5004186,0
5004187,0
5004191,1
5004193,0
5004194,1
5004195,0
5004196,1
5004197,1
5004201,1
5004202,1
5004203,1
5004206,0
5004207,0
5004208,0
5004209,0
5004211,0
5004212,0
5004213,0
5004214,0
5004215,0
5004217,0
5004218,0
5004219,1
5004220,0
5004221,0
5004222,1
5004223,0
5004224,0
5004225,0
5004227,0
5004228,0
5004229,0
5004230,0
5004231,0
5004232,0
5004233,0
5004234,0
5004235,0
5004236,1
5004237,0
5004238,1
5004239,0
5004240,0
5004241,0
5004244,0
5004248,0
5004249,0
5004250,0
5004251,0
5004252,0
5004254,0
5004255,0
5004256,0
5004257,0
5004258,1
5004259,0
5004261,0
5004262,0
5004263,1
5004264,0
5004265,0
5004266,0
5004267,0
5004269,0
5004270,1
5004273,0
5004274,0
5004275,1
5004278,0
5004279,0
5004282,0
5004283,0
5004284,0
5004285,0
5004286,0
5004287,1
5004288,1
5004289,0
5004290,0
5004291,0
5004292,0
5004293,0
5004294,0
5004304,0
5004306,0
5004307,0
5004311,0
5004313,0
5004314,0
5004315,0
5004320,0
5004322,0
5004323,0
5004324,0
5004325,0
5004326,0
5004327,0
5004328,0
5004329,0
5004330,0
5004331,0
5004333,0
5004334,0
5004335,0
5004337,1
5004338,1
5004339,0
5004340,0
5004342,0
5004343,0
5004344,1
5004345,0
5004346,0
5004347,0
5004348,0
5004349,0
5004350,0
5004351,0
5004352,0
5004353,0
5004355,0
5004356,0
5004357,0
5004358,0
5004359,0
5004360,0
5004361,0
5004362,0
5004363,0
5004364,0
5004365,0
5004366,0
5004367,0
5004368,0
5004369,0
5004370,0
5004371,0
5004372,0
5004373,0
5004374,1
5004375,0
5004376,0
5004377,0
5004378,0
5004379,0
5004380,0
5004381,1
5004382,1
5004383,1
5004384,0
5004385,0
5004386,0
5004387,1
5004388,0
5004389,0
5004392,0
5004393,0
5004394,0
5004395,0
5004396,0
5004397,0
5004398,0
5004399,0
5004400,0
5004401,0
5004402,0
5004403,0
5004404,0
5004405,0
5004406,1
5004407,1
5004408,0
5004409,0
5004410,0
5004411,0
5004412,0
5004413,0
5004414,0
5004415,0
5004417,0
5004419,0
5004420,0
5004421,0
5004422,0
5004423,0
5004424,0
5004425,0
5004426,0
5004427,0
5004428,0
5004429,0
5004430,0
5004431,1
5004432,0
5004433,0
5004434,0
5004435,0
5004436,1
5004437,0
5004438,0
5004439,0
5004440,0
5004441,0
5004442,0
5004444,0
5004445,0
5004446,0
5004447,0
5004448,0
5004449,0
5004450,0
5004451,1
5004452,1
5004453,0
5004454,1
5004455,0
5004456,1
5004457,0
5004458,0
5004460,0
5004462,0
5004463,1
5004464,0
5004465,1
5004468,1
5004469,1
5004470,0
5004472,0
5004474,0
5004475,0
5004478,0
5004481,0
5004482,1
5004483,0
5004484,0
5004485,1
5004486,0
5004487,0
5004488,0
5004489,1
5004490,0
5004491,0
5004492,0
5004493,0
5004494,0
5004495,0
5004497,0
5004498,0
5004500,0
5004501,0
5004502,0
5004504,0
5004505,0
5004506,0
5004507,0
5004509,0
5004510,0
5004511,1
5004512,0
5004513,1
5004514,0
5004515,0
5004516,0
5004517,0
5004518,0
5004519,1
5004520,0
5004521,0
5004522,0
5004523,0
5004524,0
5004526,0
5004527,0
5004528,0
5004529,0
5004530,0
5004531,0
5004532,1
5004533,0
5004535,0
5004536,0
5004542,1
5004544,0
5004545,0
5004546,0
5004547,0
5004548,0
5004549,0
5004550,0
5004551,0
5004552,0
5004553,0
5004554,1
5004555,0
5004557,0
5004558,0
5004559,5
5004560,1
5004561,0
5004562,1
5004563,0
5004564,0
5004565,0
5004566,0
5004567,0
5004568,0
5004569,0
5004570,0
5004571,0
5004572,0
5004573,0
5004574,0
5004575,0
5004576,0
5004578,0
5004579,0
5004580,0
5004581,0
5004582,0
5004583,1
5004584,1
5004585,0
5004586,0
5004587,0
5004588,0
5004589,0
5004590,0
5004591,0
5004592,0
5004593,1
5004595,0
5004599,0
5004601,0
5004602,1
5004603,1
5004604,0
5004606,0
5004608,0
5004609,0
5004610,1
5004611,0
5004612,0
5004613,0
5004614,1
5004615,1
5004616,0
5004617,0
5004618,0
5004620,0
5004621,0
5004623,1
5004624,0
5004625,0
5004629,0
5004631,0
5004633,0
5004634,0
5004635,0
5004637,0
5004638,0
5004639,0
5004640,0
5004641,0
5004642,1
5004643,0
5004644,0
5004645,0
5004646,0
5004647,0
5004648,0
5004649,0
5004650,0
5004651,0
5004652,0
5004653,0
5004655,0
5004657,0
5004658,0
5004659,0
5004660,0
5004661,0
5004662,0
5004663,0
5004664,0
5004666,1
5004668,0
5004669,0
5004670,0
5004671,0
5004672,0
5004673,0
5004674,0
5004675,0
5004677,0
5004678,0
5004679,0
5004680,1
5004682,0
5004683,0
5004684,0
5004685,0
5004688,0
5004689,0
5004690,0
5004691,0
5004692,0
5004693,0
